[2024/03/28 22:02:09.719][epsonscan2      ][DbgLog.cpp                                   ; 569][P7CDbgLog                                    ][00006563][-ERROR-] LoadModule Path:[/usr/bin/epsonscan2] Ver:[1.0.0]
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : adfPaperProtection
[2024/03/28 22:02:23.542][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.542][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.542][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.542][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : behaviorWhenDoubleFeed
[2024/03/28 22:02:23.543][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.543][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt behaviorWhenDoubleFeed 0
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = behaviorWhenDoubleFeed
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : behaviorWhenDoubleFeed
[2024/03/28 22:02:23.543][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.543][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : directPowerOn
[2024/03/28 22:02:23.543][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.543][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt directPowerOn 0
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.543][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = directPowerOn
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.543][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : directPowerOn
[2024/03/28 22:02:23.544][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.544][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.544][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.544][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.544][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.544][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : nonConnectPowerOff
[2024/03/28 22:02:23.544][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.544][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt nonConnectPowerOff 0
[2024/03/28 22:02:23.544][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.544][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = nonConnectPowerOff
[2024/03/28 22:02:23.544][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.544][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : nonConnectPowerOff
[2024/03/28 22:02:23.544][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.544][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.799][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.799][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt FunctionalUnit 0
[2024/03/28 22:02:25.799][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.800][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt ColorType 2
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.800][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt AutoColorPixelType 0
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.800][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt AutoColorPixelLevel 2
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.800][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt Resolution 200
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.800][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.801][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt ScanAreaWidth 1653
[2024/03/28 22:02:25.801][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:25.801][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:25.801][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt ScanAreaHeight 2338
